Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1,
Horizontal Delay,0,
Sample Interval,0.001,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,2
Vertical Position,-1.96,-1.98
,,
,,
,,
Label,,
TIME,CH1,CH2
-4.910e+00,2.08,5.72
-4.909e+00,2.04,5.72
-4.908e+00,2.12,5.72
-4.907e+00,2.08,5.72
-4.906e+00,2.08,5.8
-4.905e+00,2.08,5.72
-4.904e+00,2.08,5.72
-4.903e+00,2.08,5.64
-4.902e+00,2.08,5.72
-4.901e+00,2.08,5.72
-4.900e+00,2.08,5.72
-4.899e+00,2.04,5.72
-4.898e+00,2.08,5.64
-4.897e+00,2.08,5.72
-4.896e+00,2.04,5.64
-4.895e+00,2.08,5.64
-4.894e+00,2.08,5.72
-4.893e+00,2.08,5.64
-4.892e+00,2.08,5.72
-4.891e+00,2.04,5.72
-4.890e+00,2.08,5.8
-4.889e+00,2.08,5.8
-4.888e+00,2.08,5.72
-4.887e+00,2.04,5.8
-4.886e+00,2.04,5.72
-4.885e+00,2.08,5.88
-4.884e+00,2.12,5.72
-4.883e+00,2.08,5.72
-4.882e+00,2.12,5.72
-4.881e+00,2.08,5.8
-4.880e+00,2.04,5.88
-4.879e+00,2.08,5.8
-4.878e+00,2.04,5.8
-4.877e+00,2.08,5.72
-4.876e+00,2.08,5.8
-4.875e+00,2.08,5.88
-4.874e+00,2.12,5.88
-4.873e+00,2.12,5.88
-4.872e+00,2.08,5.72
-4.871e+00,2.08,5.8
-4.870e+00,2.08,5.8
-4.869e+00,2.12,5.8
-4.868e+00,2.12,5.8
-4.867e+00,2.12,5.72
-4.866e+00,2.08,5.8
-4.865e+00,2.12,5.8
-4.864e+00,2.08,5.88
-4.863e+00,2.08,5.72
-4.862e+00,2.08,5.8
-4.861e+00,2.08,5.88
-4.860e+00,2.08,5.88
-4.859e+00,2.04,5.88
-4.858e+00,2.12,5.8
-4.857e+00,2.08,5.8
-4.856e+00,2.08,5.88
-4.855e+00,2.12,5.8
-4.854e+00,2.08,5.8
-4.853e+00,2.08,5.88
-4.852e+00,2.12,5.88
-4.851e+00,2.08,5.88
-4.850e+00,2.12,5.88
-4.849e+00,2.12,5.88
-4.848e+00,2.08,5.8
-4.847e+00,2.08,5.8
-4.846e+00,2.08,5.88
-4.845e+00,2.12,5.8
-4.844e+00,2.08,5.96
-4.843e+00,2.12,5.88
-4.842e+00,2.08,5.8
-4.841e+00,2.04,5.88
-4.840e+00,2.08,5.96
-4.839e+00,2.12,5.88
-4.838e+00,2.08,5.8
-4.837e+00,2.08,5.88
-4.836e+00,2.08,5.88
-4.835e+00,2.08,5.8
-4.834e+00,2.08,5.88
-4.833e+00,2.08,5.8
-4.832e+00,2.04,5.88
-4.831e+00,2.04,5.96
-4.830e+00,2.08,5.96
-4.829e+00,2.04,5.88
-4.828e+00,2.08,5.88
-4.827e+00,2.12,5.88
-4.826e+00,2.08,5.88
-4.825e+00,2.08,5.8
-4.824e+00,2.08,5.8
-4.823e+00,2.08,5.88
-4.822e+00,2.12,5.88
-4.821e+00,2.08,5.88
-4.820e+00,2.12,5.88
-4.819e+00,2.08,5.88
-4.818e+00,2.08,5.8
-4.817e+00,2.08,5.96
-4.816e+00,2.08,5.88
-4.815e+00,2.08,5.96
-4.814e+00,2.08,5.8
-4.813e+00,2.08,5.88
-4.812e+00,2.12,5.96
-4.811e+00,2.08,5.88
-4.810e+00,2.04,5.96
-4.809e+00,2.12,5.96
-4.808e+00,2.08,6.04
-4.807e+00,2.08,5.96
-4.806e+00,2.08,5.88
-4.805e+00,2.08,5.88
-4.804e+00,2.08,5.88
-4.803e+00,2.08,5.96
-4.802e+00,2.12,5.96
-4.801e+00,2.08,5.88
-4.800e+00,2.08,5.96
-4.799e+00,2.12,5.96
-4.798e+00,2.04,5.96
-4.797e+00,2.08,5.96
-4.796e+00,2.08,5.96
-4.795e+00,2.08,5.96
-4.794e+00,2.12,5.96
-4.793e+00,2.08,5.88
-4.792e+00,2.04,5.88
-4.791e+00,2.08,5.88
-4.790e+00,2.12,5.96
-4.789e+00,2.08,5.88
-4.788e+00,2.12,5.96
-4.787e+00,2.08,5.96
-4.786e+00,2.08,5.96
-4.785e+00,2.08,5.88
-4.784e+00,2.12,5.96
-4.783e+00,2.12,5.96
-4.782e+00,2.12,5.96
-4.781e+00,2.08,5.88
-4.780e+00,2.04,5.96
-4.779e+00,2.04,5.96
-4.778e+00,2.04,5.96
-4.777e+00,2.12,5.96
-4.776e+00,2.08,5.88
-4.775e+00,2.12,6.04
-4.774e+00,2.08,5.88
-4.773e+00,2.08,6.04
-4.772e+00,2.04,5.96
-4.771e+00,2.12,5.96
-4.770e+00,2.08,5.96
-4.769e+00,2.08,5.96
-4.768e+00,2.04,5.96
-4.767e+00,2.12,5.96
-4.766e+00,2.08,5.96
-4.765e+00,2.08,5.96
-4.764e+00,2.08,6.04
-4.763e+00,2.08,5.96
-4.762e+00,2.08,5.96
-4.761e+00,2.12,5.96
-4.760e+00,2.08,6.04
-4.759e+00,2.08,6.04
-4.758e+00,2.08,5.96
-4.757e+00,2.08,6.04
-4.756e+00,2.08,5.96
-4.755e+00,2.08,5.96
-4.754e+00,2.08,6.04
-4.753e+00,2.12,6.04
-4.752e+00,2.08,5.96
-4.751e+00,2.04,5.96
-4.750e+00,2.08,5.96
-4.749e+00,2.08,5.96
-4.748e+00,2,5.96
-4.747e+00,2.08,5.96
-4.746e+00,2.12,5.96
-4.745e+00,2.04,6.04
-4.744e+00,2.08,5.96
-4.743e+00,2.04,5.96
-4.742e+00,2.04,5.96
-4.741e+00,2.08,6.04
-4.740e+00,2.08,5.88
-4.739e+00,2.04,5.96
-4.738e+00,2.08,6.04
-4.737e+00,2.04,6.12
-4.736e+00,2.08,6.12
-4.735e+00,2.08,6.04
-4.734e+00,2.12,5.88
-4.733e+00,2.08,6.04
-4.732e+00,2.08,6.04
-4.731e+00,2.04,6.04
-4.730e+00,2.12,6.04
-4.729e+00,2.08,5.88
-4.728e+00,2.08,5.96
-4.727e+00,2.08,5.96
-4.726e+00,2.04,5.96
-4.725e+00,2.08,5.96
-4.724e+00,2.08,6.04
-4.723e+00,2.08,6.04
-4.722e+00,2.08,5.96
-4.721e+00,2.04,6.04
-4.720e+00,2.12,5.96
-4.719e+00,2.08,6.12
-4.718e+00,2.04,6.04
-4.717e+00,2.08,5.96
-4.716e+00,2.08,5.96
-4.715e+00,2.04,6.04
-4.714e+00,2.08,6.04
-4.713e+00,2.08,6.04
-4.712e+00,2.04,6.04
-4.711e+00,2.04,5.96
-4.710e+00,2.04,5.96
-4.709e+00,2.08,5.96
-4.708e+00,2.08,6.04
-4.707e+00,2.08,5.96
-4.706e+00,2.08,6.04
-4.705e+00,2.08,6.04
-4.704e+00,2.08,6.04
-4.703e+00,2.08,6.04
-4.702e+00,2.04,6.04
-4.701e+00,2.12,6.04
-4.700e+00,2.08,6.04
-4.699e+00,2,6.04
-4.698e+00,2.08,6.04
-4.697e+00,2.08,6.12
-4.696e+00,2.04,6.04
-4.695e+00,2.08,6.04
-4.694e+00,2.08,6.04
-4.693e+00,2.08,6.04
-4.692e+00,2.04,6.04
-4.691e+00,2.08,5.96
-4.690e+00,2.08,6.04
-4.689e+00,2.04,6.12
-4.688e+00,2.04,5.96
-4.687e+00,2.08,5.96
-4.686e+00,2.08,6.04
-4.685e+00,2.08,6.04
-4.684e+00,2.08,6.04
-4.683e+00,2.08,5.96
-4.682e+00,2.08,6.04
-4.681e+00,2.08,6.04
-4.680e+00,2.08,5.96
-4.679e+00,2.08,6.04
-4.678e+00,2.08,5.96
-4.677e+00,2.04,6.04
-4.676e+00,2.12,6.04
-4.675e+00,2.08,6.04
-4.674e+00,2.08,5.96
-4.673e+00,2.08,6.12
-4.672e+00,2.08,6.04
-4.671e+00,2.04,6.12
-4.670e+00,2.08,6.04
-4.669e+00,2.04,6.12
-4.668e+00,2.04,6.04
-4.667e+00,2.08,6.04
-4.666e+00,2.08,6.04
-4.665e+00,2.08,5.96
-4.664e+00,2.04,6.04
-4.663e+00,2.08,6.04
-4.662e+00,2.08,6.04
-4.661e+00,2.04,6.04
-4.660e+00,2.04,6.04
-4.659e+00,2.04,6.04
-4.658e+00,2.08,5.96
-4.657e+00,2.08,6.04
-4.656e+00,2.04,6.04
-4.655e+00,2.08,6.04
-4.654e+00,2.04,6.04
-4.653e+00,2.08,6.04
-4.652e+00,2.04,6.04
-4.651e+00,2.08,6.04
-4.650e+00,2.08,6.04
-4.649e+00,2.04,6.12
-4.648e+00,2.04,6.12
-4.647e+00,2.04,6.12
-4.646e+00,2.08,6.04
-4.645e+00,2.08,6.12
-4.644e+00,2.04,6.04
-4.643e+00,2.04,6.04
-4.642e+00,2.08,6.04
-4.641e+00,2.04,6.04
-4.640e+00,2,6.12
-4.639e+00,2.04,6.12
-4.638e+00,2.04,6.12
-4.637e+00,2.08,6.12
-4.636e+00,2.04,6.04
-4.635e+00,2.04,6.04
-4.634e+00,2.08,6.04
-4.633e+00,2.08,6.12
-4.632e+00,2.08,6.12
-4.631e+00,2.04,6.12
-4.630e+00,2.04,6.04
-4.629e+00,2.08,6.04
-4.628e+00,2.04,6.04
-4.627e+00,2.04,6.12
-4.626e+00,2.08,6.04
-4.625e+00,2.04,6.04
-4.624e+00,2.08,6.04
-4.623e+00,2.12,6.04
-4.622e+00,2.04,6.04
-4.621e+00,2.08,6.12
-4.620e+00,2.08,6.04
-4.619e+00,2.08,6.04
-4.618e+00,2.08,6.04
-4.617e+00,2.08,6.04
-4.616e+00,2.08,6.12
-4.615e+00,2.04,6.04
-4.614e+00,2.04,6.12
-4.613e+00,2.08,6.04
-4.612e+00,2.08,6.04
-4.611e+00,2.04,6.04
-4.610e+00,2.04,6.12
-4.609e+00,2.04,6.12
-4.608e+00,2.04,6.12
-4.607e+00,2.08,6.12
-4.606e+00,2.04,6.04
-4.605e+00,2.04,6.04
-4.604e+00,2.08,6.04
-4.603e+00,2.04,5.96
-4.602e+00,2.04,6.04
-4.601e+00,2.08,6.04
-4.600e+00,2,6.2
-4.599e+00,2.04,6.12
-4.598e+00,2.04,6.12
-4.597e+00,2.08,6.12
-4.596e+00,2.04,6.04
-4.595e+00,2,6.04
-4.594e+00,2.08,6.12
-4.593e+00,2.04,5.96
-4.592e+00,2.08,6.12
-4.591e+00,2.08,6.12
-4.590e+00,2.04,6.04
-4.589e+00,2.08,6.04
-4.588e+00,2.04,6.04
-4.587e+00,2.04,6.04
-4.586e+00,2.04,6.04
-4.585e+00,2.04,6.04
-4.584e+00,2.04,6.12
-4.583e+00,2.04,6.04
-4.582e+00,2.08,6.12
-4.581e+00,2.08,6.04
-4.580e+00,2.04,6.04
-4.579e+00,2.04,6.12
-4.578e+00,2.08,6.04
-4.577e+00,2.08,5.96
-4.576e+00,2.04,6.12
-4.575e+00,2.04,6.12
-4.574e+00,2.08,6.04
-4.573e+00,2.08,6.04
-4.572e+00,2.08,5.96
-4.571e+00,2.08,6.12
-4.570e+00,2.04,6.04
-4.569e+00,2.04,6.04
-4.568e+00,2.04,6.04
-4.567e+00,2.08,5.96
-4.566e+00,2.08,6.04
-4.565e+00,2.08,6.12
-4.564e+00,2.08,6.12
-4.563e+00,2.08,5.96
-4.562e+00,2.08,6.04
-4.561e+00,2.04,6.04
-4.560e+00,2.08,6.12
-4.559e+00,2.04,6.04
-4.558e+00,2.08,6.04
-4.557e+00,2.08,6.04
-4.556e+00,2.08,5.96
-4.555e+00,2.08,6.04
-4.554e+00,2.04,6.04
-4.553e+00,2.04,6.04
-4.552e+00,2.08,5.96
-4.551e+00,2.08,6.04
-4.550e+00,2.04,6.04
-4.549e+00,2.08,6.12
-4.548e+00,2.08,6.04
-4.547e+00,2.04,5.96
-4.546e+00,2.04,6.12
-4.545e+00,2.08,5.96
-4.544e+00,2.12,5.96
-4.543e+00,2.04,6.04
-4.542e+00,2.04,6.04
-4.541e+00,2.08,6.04
-4.540e+00,2.04,6.04
-4.539e+00,2.04,6.04
-4.538e+00,2.04,6.04
-4.537e+00,2.08,6.04
-4.536e+00,2.08,6.04
-4.535e+00,2.04,6.04
-4.534e+00,2.04,5.96
-4.533e+00,2.04,6.04
-4.532e+00,2.04,6.04
-4.531e+00,2.08,6.04
-4.530e+00,2.08,6.04
-4.529e+00,2.08,6.04
-4.528e+00,2.04,5.96
-4.527e+00,2,6.04
-4.526e+00,2.08,5.96
-4.525e+00,2.04,6.04
-4.524e+00,2.08,6.04
-4.523e+00,2.08,6.04
-4.522e+00,2.08,5.96
-4.521e+00,2.08,6.04
-4.520e+00,2.04,5.96
-4.519e+00,2.04,5.96
-4.518e+00,2.08,6.04
-4.517e+00,2.08,6.04
-4.516e+00,2.04,5.96
-4.515e+00,2.04,5.96
-4.514e+00,2.08,6.04
-4.513e+00,2.08,5.96
-4.512e+00,2.04,6.04
-4.511e+00,2.04,6.04
-4.510e+00,2,6.04
-4.509e+00,2.04,5.96
-4.508e+00,2.04,5.96
-4.507e+00,2.04,6.04
-4.506e+00,2.08,5.96
-4.505e+00,2.04,6.04
-4.504e+00,2.08,5.96
-4.503e+00,2.04,6.04
-4.502e+00,2.04,5.96
-4.501e+00,2.08,6.04
-4.500e+00,2.08,6.04
-4.499e+00,2.08,5.96
-4.498e+00,2.08,6.04
-4.497e+00,2.08,6.04
-4.496e+00,2.04,5.96
-4.495e+00,2.08,5.96
-4.494e+00,2.08,6.04
-4.493e+00,2.08,5.88
-4.492e+00,2.08,5.96
-4.491e+00,2.08,5.96
-4.490e+00,2.08,6.04
-4.489e+00,2.04,5.96
-4.488e+00,2.08,6.04
-4.487e+00,2.08,5.96
-4.486e+00,2.12,5.96
-4.485e+00,2.12,6.04
-4.484e+00,2.08,5.96
-4.483e+00,2.08,5.96
-4.482e+00,2.08,5.96
-4.481e+00,2.04,6.04
-4.480e+00,2.04,5.88
-4.479e+00,2.08,6.04
-4.478e+00,2.04,5.96
-4.477e+00,2.08,5.96
-4.476e+00,2.08,5.96
-4.475e+00,2.12,5.88
-4.474e+00,2.08,5.96
-4.473e+00,2.08,5.88
-4.472e+00,2.08,6.04
-4.471e+00,2.08,5.96
-4.470e+00,2.08,5.96
-4.469e+00,2.08,5.96
-4.468e+00,2.08,5.96
-4.467e+00,2.08,5.96
-4.466e+00,2.08,5.96
-4.465e+00,2.04,5.96
-4.464e+00,2.08,6.04
-4.463e+00,2.04,5.96
-4.462e+00,2.08,5.96
-4.461e+00,2,5.96
-4.460e+00,2.04,6.04
-4.459e+00,2.08,5.96
-4.458e+00,2.08,5.96
-4.457e+00,2.12,5.96
-4.456e+00,2.04,5.96
-4.455e+00,2.08,5.88
-4.454e+00,2.12,5.96
-4.453e+00,2.16,5.96
-4.452e+00,2.08,5.88
-4.451e+00,2.08,5.96
-4.450e+00,2.08,5.88
-4.449e+00,2.04,5.96
-4.448e+00,2.12,6.04
-4.447e+00,2.04,5.8
-4.446e+00,2.08,5.96
-4.445e+00,2.08,6.04
-4.444e+00,2.12,5.96
-4.443e+00,2.08,5.96
-4.442e+00,2.08,5.96
-4.441e+00,2.08,5.96
-4.440e+00,2.08,5.96
-4.439e+00,2.08,5.96
-4.438e+00,2.12,5.96
-4.437e+00,2.08,5.88
-4.436e+00,2.08,5.96
-4.435e+00,2.08,5.88
-4.434e+00,2.08,5.96
-4.433e+00,2.08,5.96
-4.432e+00,2.08,5.88
-4.431e+00,2.04,5.88
-4.430e+00,2.08,6.04
-4.429e+00,2.12,5.88
-4.428e+00,2.08,5.96
-4.427e+00,2.12,5.88
-4.426e+00,2.08,5.88
-4.425e+00,2.12,5.96
-4.424e+00,2.04,5.96
-4.423e+00,2.08,5.88
-4.422e+00,2.08,5.88
-4.421e+00,2.04,5.88
-4.420e+00,2.08,5.88
-4.419e+00,2.12,5.96
-4.418e+00,2.08,5.88
-4.417e+00,2.08,5.96
-4.416e+00,2.08,5.88
-4.415e+00,2.12,5.88
-4.414e+00,2.12,5.88
-4.413e+00,2.04,5.88
-4.412e+00,2.08,5.96
-4.411e+00,2.08,5.88
-4.410e+00,2.08,5.88
-4.409e+00,2.08,5.88
-4.408e+00,2.08,5.88
-4.407e+00,2.08,5.88
-4.406e+00,2.12,5.88
-4.405e+00,2.12,5.88
-4.404e+00,2.12,5.96
-4.403e+00,2.08,5.88
-4.402e+00,2.12,5.8
-4.401e+00,2.12,5.88
-4.400e+00,2.12,5.96
-4.399e+00,2.12,5.96
-4.398e+00,2.08,5.8
-4.397e+00,2.08,5.88
-4.396e+00,2.12,5.88
-4.395e+00,2.08,5.88
-4.394e+00,2.08,5.88
-4.393e+00,2.08,5.88
-4.392e+00,2.08,5.96
-4.391e+00,2.12,5.8
-4.390e+00,2.08,5.88
-4.389e+00,2.08,5.8
-4.388e+00,2.08,5.8
-4.387e+00,2.04,5.88
-4.386e+00,2.08,5.88
-4.385e+00,2.08,5.8
-4.384e+00,2.08,5.88
-4.383e+00,2.08,5.8
-4.382e+00,2.12,5.72
-4.381e+00,2.08,5.88
-4.380e+00,2.12,5.72
-4.379e+00,2.04,5.88
-4.378e+00,2.08,5.8
-4.377e+00,2.08,5.8
-4.376e+00,2.08,5.8
-4.375e+00,2.12,5.8
-4.374e+00,2.12,5.72
-4.373e+00,2.12,5.88
-4.372e+00,2.12,5.88
-4.371e+00,2.08,5.72
-4.370e+00,2.04,5.8
-4.369e+00,2.08,5.8
-4.368e+00,2.12,5.8
-4.367e+00,2.08,5.8
-4.366e+00,2.04,5.96
-4.365e+00,2.12,5.8
-4.364e+00,2.12,5.72
-4.363e+00,2.12,5.8
-4.362e+00,2.08,5.72
-4.361e+00,2.08,5.88
-4.360e+00,2.08,5.72
-4.359e+00,2.04,5.8
-4.358e+00,2.08,5.8
-4.357e+00,2.04,5.8
-4.356e+00,2.08,5.64
-4.355e+00,2.08,5.88
-4.354e+00,2.12,5.72
-4.353e+00,2.04,5.72
-4.352e+00,2.08,5.8
-4.351e+00,2.12,5.8
-4.350e+00,2.12,5.8
-4.349e+00,2.08,5.8
-4.348e+00,2.08,5.88
-4.347e+00,2.12,5.8
-4.346e+00,2.08,5.8
-4.345e+00,2.12,5.72
-4.344e+00,2.08,5.72
-4.343e+00,2.08,5.72
-4.342e+00,2.08,5.72
-4.341e+00,2.08,5.72
-4.340e+00,2.08,5.72
-4.339e+00,2.08,5.72
-4.338e+00,2.08,5.72
-4.337e+00,2.08,5.64
-4.336e+00,2.08,5.72
-4.335e+00,2.08,5.72
-4.334e+00,2.08,5.72
-4.333e+00,2.04,5.72
-4.332e+00,2.04,5.72
-4.331e+00,2.08,5.72
-4.330e+00,2.04,5.72
-4.329e+00,2.08,5.64
-4.328e+00,2.08,5.8
-4.327e+00,2.12,5.8
-4.326e+00,2.08,5.8
-4.325e+00,2.08,5.72
-4.324e+00,2.08,5.72
-4.323e+00,2.12,5.72
-4.322e+00,2.04,5.64
-4.321e+00,2.12,5.72
-4.320e+00,2.12,5.64
-4.319e+00,2.08,5.72
-4.318e+00,2.04,5.72
-4.317e+00,2.08,5.64
-4.316e+00,2.04,5.72
-4.315e+00,2.08,5.72
-4.314e+00,2.08,5.72
-4.313e+00,2.08,5.64
-4.312e+00,2.04,5.72
-4.311e+00,2.08,5.72
-4.310e+00,2.08,5.72
-4.309e+00,2.04,5.64
-4.308e+00,2.08,5.64
-4.307e+00,2.04,5.64
-4.306e+00,2.08,5.72
-4.305e+00,2.12,5.72
-4.304e+00,2.08,5.64
-4.303e+00,2.08,5.64
-4.302e+00,2.12,5.64
-4.301e+00,2.04,5.72
-4.300e+00,2.08,5.64
-4.299e+00,2.04,5.56
-4.298e+00,2.08,5.64
-4.297e+00,2.08,5.64
-4.296e+00,2.08,5.64
-4.295e+00,2.08,5.72
-4.294e+00,2.08,5.64
-4.293e+00,2.08,5.64
-4.292e+00,2.12,5.64
-4.291e+00,2.04,5.72
-4.290e+00,2,5.72
-4.289e+00,2.08,5.64
-4.288e+00,2.08,5.64
-4.287e+00,2.04,5.56
-4.286e+00,2.08,5.64
-4.285e+00,2.08,5.64
-4.284e+00,2.08,5.64
-4.283e+00,2.08,5.64
-4.282e+00,2.08,5.64
-4.281e+00,2.08,5.56
-4.280e+00,2.04,5.48
-4.279e+00,2.08,5.48
-4.278e+00,2,5.64
-4.277e+00,2.08,5.72
-4.276e+00,2.04,5.64
-4.275e+00,2.04,5.64
-4.274e+00,2.08,5.56
-4.273e+00,2.04,5.64
-4.272e+00,2.08,5.64
-4.271e+00,2.08,5.56
-4.270e+00,2.04,5.64
-4.269e+00,2.04,5.48
-4.268e+00,2.04,5.64
-4.267e+00,2.08,5.56
-4.266e+00,2.04,5.64
-4.265e+00,2,5.48
-4.264e+00,2.04,5.48
-4.263e+00,2.08,5.48
-4.262e+00,2.04,5.56
-4.261e+00,2,5.56
-4.260e+00,2.04,5.64
-4.259e+00,2,5.48
-4.258e+00,2.04,5.48
-4.257e+00,2.04,5.48
-4.256e+00,2,5.56
-4.255e+00,1.96,5.56
-4.254e+00,2.04,5.56
-4.253e+00,2.04,5.64
-4.252e+00,2.04,5.48
-4.251e+00,1.96,5.48
-4.250e+00,2,5.48
-4.249e+00,2,5.64
-4.248e+00,2,5.4
-4.247e+00,2,5.56
-4.246e+00,2,5.48
-4.245e+00,2,5.56
-4.244e+00,2,5.48
-4.243e+00,2.04,5.56
-4.242e+00,2,5.56
-4.241e+00,2,5.48
-4.240e+00,1.96,5.48
-4.239e+00,2.04,5.56
-4.238e+00,1.96,5.4
-4.237e+00,1.96,5.56
-4.236e+00,2,5.48
-4.235e+00,1.96,5.48
-4.234e+00,2,5.48
-4.233e+00,2,5.4
-4.232e+00,2.04,5.48
-4.231e+00,1.96,5.56
-4.230e+00,2,5.32
-4.229e+00,1.96,5.48
-4.228e+00,2,5.48
-4.227e+00,1.96,5.48
-4.226e+00,1.96,5.4
-4.225e+00,1.96,5.4
-4.224e+00,2,5.4
-4.223e+00,1.96,5.48
-4.222e+00,1.96,5.48
-4.221e+00,1.96,5.4
-4.220e+00,1.92,5.48
-4.219e+00,1.96,5.4
-4.218e+00,1.96,5.4
-4.217e+00,1.96,5.4
-4.216e+00,1.92,5.48
-4.215e+00,1.96,5.4
-4.214e+00,1.96,5.4
-4.213e+00,1.96,5.48
-4.212e+00,1.96,5.24
-4.211e+00,1.92,5.4
-4.210e+00,1.92,5.4
-4.209e+00,1.96,5.4
-4.208e+00,1.92,5.4
-4.207e+00,1.92,5.4
-4.206e+00,1.96,5.32
-4.205e+00,1.92,5.4
-4.204e+00,1.96,5.4
-4.203e+00,1.92,5.32
-4.202e+00,1.96,5.4
-4.201e+00,1.92,5.32
-4.200e+00,1.92,5.4
-4.199e+00,1.92,5.4
-4.198e+00,1.92,5.4
-4.197e+00,1.88,5.4
-4.196e+00,1.92,5.32
-4.195e+00,1.92,5.24
-4.194e+00,1.88,5.32
-4.193e+00,1.92,5.32
-4.192e+00,1.88,5.32
-4.191e+00,1.88,5.32
-4.190e+00,1.8,5.32
-4.189e+00,1.88,5.4
-4.188e+00,1.88,5.32
-4.187e+00,1.88,5.4
-4.186e+00,1.84,5.32
-4.185e+00,1.84,5.32
-4.184e+00,1.84,5.32
-4.183e+00,1.88,5.24
-4.182e+00,1.84,5.32
-4.181e+00,1.8,5.32
-4.180e+00,1.84,5.32
-4.179e+00,1.88,5.16
-4.178e+00,1.84,5.24
-4.177e+00,1.8,5.32
-4.176e+00,1.84,5.24
-4.175e+00,1.84,5.32
-4.174e+00,1.84,5.16
-4.173e+00,1.84,5.24
-4.172e+00,1.84,5.24
-4.171e+00,1.84,5.24
-4.170e+00,1.8,5.24
-4.169e+00,1.76,5.32
-4.168e+00,1.8,5.24
-4.167e+00,1.76,5.24
-4.166e+00,1.76,5.24
-4.165e+00,1.76,5.16
-4.164e+00,1.8,5.24
-4.163e+00,1.8,5.24
-4.162e+00,1.8,5.24
-4.161e+00,1.72,5.24
-4.160e+00,1.76,5.24
-4.159e+00,1.72,5.24
-4.158e+00,1.8,5.16
-4.157e+00,1.72,5.16
-4.156e+00,1.72,5.24
-4.155e+00,1.72,5.16
-4.154e+00,1.76,5.24
-4.153e+00,1.72,5.24
-4.152e+00,1.76,5.16
-4.151e+00,1.72,5.24
-4.150e+00,1.72,5.24
-4.149e+00,1.72,5.16
-4.148e+00,1.76,5.24
-4.147e+00,1.72,5.08
-4.146e+00,1.68,5.24
